ticker,holding_name,weight_pct,sector,region,market_value,shares
SBRY,J Sainsbury PLC,0.0054,Consumer Staples,GB,"US$3,920,306.84","981,555"
3529,eMemory Technology Inc,0.0054,Technology,TW,"US$3,918,852.05","36,000"
6488,Globalwafers Co Ltd,0.0054,Technology,TW,"US$3,920,607.81","121,000"
7201,Nissan Motor Co Ltd,0.0054,Consumer Discretionary,JP,"US$3,908,271.86","1,567,938"
ENEV3,Eneva SA,0.0053,Utilities,BR,"US$3,906,469.65","770,960"
ADNOCDIS,Abu Dhabi National Oil Co for Distribution PJSC,0.0053,Energy,AE,"US$3,891,766.27","3,637,118"
POWF,Power Finance Corp Ltd,0.0053,Financials,IN,"US$3,892,617.39","862,806"
MTLN,Metlen Energy & Metals PLC,0.0053,Utilities,GB,"US$3,878,341.92","80,084"
EBP,Erste Bank Polska SA,0.0053,Financials,PL,"US$3,872,737.98","22,859"
GFINBURO,Grupo Financiero Inbursa SAB de CV,0.0053,Financials,MX,"US$3,876,550.59","1,559,700"
MLSR,Melisron Ltd,0.0053,Real Estate,IL,"US$3,875,392.46","24,442"
COFORGE,Coforge Ltd,0.0053,Technology,IN,"US$3,867,161.30","258,391"
9962,MISUMI Group Inc,0.0053,Industrials,JP,"US$3,863,301.71","163,000"
007660,IsuPetasys Co Ltd,0.0053,Technology,KR,"US$3,849,422.69","44,900"
DIXON,Dixon Technologies India Ltd,0.0052,Consumer Discretionary,IN,"US$3,828,758.02","31,563"
ASX,ASX Ltd,0.0052,Financials,AU,"US$3,816,470.71","114,738"
QAN,Qantas Airways Ltd,0.0052,Consumer Discretionary,AU,"US$3,810,736.94","561,056"
AL,Ashok Leyland Ltd,0.0052,Industrials,IN,"US$3,809,850.76","2,328,460"
2633,Taiwan High Speed Rail Corp,0.0052,Industrials,TW,"US$3,807,760.45","4,800,000"
9626,Bilibili Inc,0.0052,Technology,HK,"US$3,808,170.59","218,974"
ALO,Alstom SA,0.0052,Industrials,FR,"US$3,804,769.65","190,224"
6415,Silergy Corp,0.0052,Technology,TW,"US$3,792,437.47","198,000"
3563,Food & Life Cos Ltd,0.0052,Consumer Discretionary,JP,"US$3,770,965.51","55,200"
272210,Hanwha Systems Co Ltd,0.0052,Industrials,KR,"US$3,765,159.26","54,039"
8963,Invincible Investment Corp,0.0051,Real Estate,JP,"US$3,757,556.38","9,758"
SMPH,SM Prime Holdings Inc,0.0051,Real Estate,PH,"US$3,748,106.66","12,547,500"
2875,Toyo Suisan Kaisha Ltd,0.0051,Consumer Staples,JP,"US$3,750,612.48","53,500"
600276,Jiangsu Hengrui Pharmaceuticals Co Ltd,0.0051,Health Care,CN,"US$3,741,478.20","504,041"
CBQK,Commercial Bank PSQC/The,0.0051,Financials,QA,"US$3,734,914.31","3,237,815"
SHBB,Svenska Handelsbanken AB,0.0051,Financials,SE,"US$3,731,492.42","150,322"
IG,Italgas SpA,0.0051,Utilities,IT,"US$3,728,244.73","317,423"
5201,AGC Inc,0.0051,Industrials,JP,"US$3,717,641.81","85,300"
COH,Cochlear Ltd,0.0051,Health Care,AU,"US$3,718,239.37","51,421"
VIVT3,Telefonica Brasil SA,0.0051,Telecommunications,BR,"US$3,719,785.46","556,340"
1818,Zhaojin Mining Industry Co Ltd,0.0051,Basic Materials,HK,"US$3,704,103.40","1,346,500"
SYENS,Syensqo SA,0.0051,Basic Materials,BE,"US$3,705,064.32","47,247"
R3NK,RENK Group AG,0.0051,Industrials,DE,"US$3,705,747.86","55,859"
VSNT,Versant Media Group Inc,0.0051,Consumer Discretionary,US,"US$3,702,447.36","85,824"
GF,Georg Fischer AG,0.0051,Industrials,CH,"US$3,693,325.71","66,462"
6239,Powertech Technology Inc,0.0051,Technology,TW,"US$3,690,124.66","305,000"
TEMN,Temenos AG,0.0051,Technology,CH,"US$3,694,393.23","42,733"
2610,China Airlines Ltd,0.0051,Consumer Discretionary,TW,"US$3,694,945.01","6,060,000"
CLS,Clicks Group Ltd,0.0051,Consumer Staples,ZA,"US$3,691,755.81","254,961"
002475,Luxshare Precision Industry Co Ltd,0.005,Consumer Discretionary,CN,"US$3,679,290.35","339,437"
BRIT,Britannia Industries Ltd,0.005,Consumer Staples,IN,"US$3,669,665.56","66,984"
601328,Bank of Communications Co Ltd,0.005,Financials,CN,"US$3,670,898.19","3,726,816"
BIM,BioMerieux,0.005,Health Care,FR,"US$3,667,894.46","42,275"
CIFC,Cholamandalam Investment and Finance Co Ltd,0.005,Financials,IN,"US$3,657,459.92","225,960"
8952,Japan Real Estate Investment Corp,0.005,Real Estate,JP,"US$3,636,002.26","5,064"
HWDN,Howden Joinery Group PLC,0.005,Consumer Discretionary,GB,"US$3,623,092.78","349,981"
T,TELUS Corp,0.005,Telecommunications,CA,"US$3,622,666.15","288,296"
1942,Kandenko Co Ltd,0.005,Industrials,JP,"US$3,617,564.65","88,082"
KOFUBL,Coca-Cola Femsa SAB de CV,0.005,Consumer Staples,MX,"US$3,615,141.33","334,525"
NWS,News Corp,0.005,Consumer Discretionary,US,"US$3,621,907.38","121,459"
TOTS3,TOTVS SA,0.0049,Technology,BR,"US$3,613,254.80","552,663"
TUPRS,Turkiye Petrol Rafinerileri AS,0.0049,Energy,TR,"US$3,592,666.25","698,026"
1308,SITC International Holdings Co Ltd,0.0049,Industrials,HK,"US$3,582,415.09","811,000"
YZJSGD,Yangzijiang Shipbuilding Holdings Ltd,0.0049,Industrials,SG,"US$3,579,064.57","1,254,000"
9107,Kawasaki Kisen Kaisha Ltd,0.0049,Industrials,JP,"US$3,571,279.60","225,600"
BOUBYAN,Boubyan Bank KSCP,0.0049,Financials,KW,"US$3,562,948.08","1,683,017"
AM,Dassault Aviation SA,0.0049,Industrials,FR,"US$3,553,662.36","9,991"
601398,Industrial & Commercial Bank of China Ltd,0.0049,Financials,CN,"US$3,547,505.93","3,322,200"
LIFCOB,Lifco AB,0.0048,Industrials,SE,"US$3,525,188.10","109,445"
TAL,TAL Education Group,0.0048,Consumer Discretionary,US,"US$3,519,030.23","362,413"
3659,Nexon Co Ltd,0.0048,Consumer Discretionary,JP,"US$3,506,551.92","249,200"
NIBEB,Nibe Industrier AB,0.0048,Industrials,SE,"US$3,512,599.20","894,202"
2603,Evergreen Marine Corp Taiwan Ltd,0.0048,Industrials,TW,"US$3,512,033.46","516,508"
8012,Nagase & Co Ltd,0.0048,Basic Materials,JP,"US$3,502,561.09","495,400"
1772,Ganfeng Lithium Group Co Ltd,0.0048,Basic Materials,HK,"US$3,494,825.07","427,640"
5347,Vanguard International Semiconductor Corp,0.0048,Technology,TW,"US$3,492,311.63","651,181"
YES,Yes Bank Ltd,0.0048,Financials,IN,"US$3,488,228.11","14,314,543"
LUV,Southwest Airlines Co,0.0048,Consumer Discretionary,US,"US$3,484,318.75","81,125"
1878,Daito Trust Construction Co Ltd,0.0048,Real Estate,JP,"US$3,487,028.08","175,000"
DEWA,Dubai Electricity & Water Authority PJSC,0.0048,Utilities,AE,"US$3,487,050.53","4,907,055"
836,China Resources Power Holdings Co Ltd,0.0048,Utilities,HK,"US$3,483,022.43","1,284,000"
MAXF,Max Financial Services Ltd,0.0047,Financials,IN,"US$3,473,884.80","197,144"
4689,LY Corp,0.0047,Technology,JP,"US$3,471,776.62","1,324,400"
DSTKF,Destek Finans Faktoring AS,0.0047,Financials,TR,"US$3,464,654.76","75,534"
ENT,Entain PLC,0.0047,Consumer Discretionary,GB,"US$3,450,763.64","479,582"
1944,Kinden Corp,0.0047,Industrials,JP,"US$3,440,905.21","76,300"
SALM,Salmar ASA,0.0047,Consumer Staples,NO,"US$3,432,990.84","55,186"
3328,Bank of Communications Co Ltd,0.0047,Financials,HK,"US$3,427,667.34","3,680,000"
ASII,Astra International Tbk PT,0.0047,Consumer Discretionary,ID,"US$3,430,693.90","12,261,300"
600918,Zhongtai Securities Co Ltd,0.0047,Financials,CN,"US$3,423,327.24","4,254,900"
000783,Changjiang Securities Co Ltd,0.0047,Financials,CN,"US$3,423,727.45","2,847,400"
HUB,HUB24 Ltd,0.0047,Financials,AU,"US$3,412,360.30","57,072"
BUPA,Bupa Arabia for Cooperative Insurance Co,0.0047,Financials,SA,"US$3,406,364.01","74,448"
SCHN,Schindler Holding AG,0.0047,Industrials,CH,"US$3,398,333.65","10,352"
SUZB3,Suzano SA,0.0047,Basic Materials,BR,"US$3,398,287.70","410,146"
601288,Agricultural Bank of China Ltd,0.0046,Financials,CN,"US$3,394,215.15","3,631,300"
2618,Eva Airways Corp,0.0046,Consumer Discretionary,TW,"US$3,388,578.01","2,944,491"
IOCL,Indian Oil Corp Ltd,0.0046,Energy,IN,"US$3,381,499.36","2,290,662"
WDP,Warehouses De Pauw CVA,0.0046,Real Estate,BE,"US$3,383,150.99","130,357"
3281,GLP J-Reit,0.0046,Real Estate,JP,"US$3,387,223.44","4,033"
GMD,Genesis Minerals Ltd,0.0046,Basic Materials,AU,"US$3,384,285.83","802,673"
9042,Hankyu Hanshin Holdings Inc,0.0046,Industrials,JP,"US$3,374,207.55","114,700"
TUB,Financiere de Tubize SA,0.0046,Health Care,BE,"US$3,377,241.00","12,874"
Z,Zillow Group Inc,0.0046,Real Estate,US,"US$3,371,200.00","96,320"
8341,77 Bank Ltd/The,0.0046,Financials,JP,"US$3,370,157.67","170,100"
2409,AUO Corp,0.0046,Technology,TW,"US$3,366,867.25","4,585,600"
1919,COSCO SHIPPING Holdings Co Ltd,0.0046,Industrials,HK,"US$3,362,969.46","1,860,052"
KOMB,Komercni Banka AS,0.0046,Financials,CZ,"US$3,346,887.52","70,480"
NRP,NEPI Rockcastle NV,0.0046,Real Estate,ZA,"US$3,338,861.18","381,388"
2845,Far Eastern International Bank,0.0046,Financials,TW,"US$3,343,824.45","8,839,407"
HTO,Hellenic Telecommunications Organization SA,0.0046,Telecommunications,GR,"US$3,337,662.75","157,238"
IDFCFB,IDFC First Bank Ltd,0.0046,Financials,IN,"US$3,324,548.77","4,428,381"
8377,Hokuhoku Financial Group Inc,0.0046,Financials,JP,"US$3,325,535.52","82,000"
WTB,Whitbread PLC,0.0046,Consumer Discretionary,GB,"US$3,328,552.99","105,168"
WPRO,Wipro Ltd,0.0045,Technology,IN,"US$3,317,899.35","1,543,209"
086280,Hyundai Glovis Co Ltd,0.0045,Industrials,KR,"US$3,322,587.92","20,648"
3105,Win Semiconductors Corp,0.0045,Technology,TW,"US$3,314,200.89","197,000"
2359,WuXi AppTec Co Ltd,0.0045,Health Care,HK,"US$3,303,801.77","198,720"
ISB,Islandsbanki HF,0.0045,Financials,IS,"US$3,287,397.72","2,751,740"
1888,Kingboard Laminates Holdings Ltd,0.0045,Technology,HK,"US$3,288,233.34","472,000"
005830,DB Insurance Co Ltd,0.0045,Financials,KR,"US$3,278,860.65","34,530"
MGOR,Mega Or Holdings Ltd,0.0045,Industrials,IL,"US$3,275,863.67","13,456"
1171,Yankuang Energy Group Co Ltd,0.0045,Energy,HK,"US$3,257,208.77","1,753,300"
COMI,Commercial International Bank - Egypt (CIB),0.0045,Financials,EG,"US$3,260,450.94","1,280,156"
WOR,Worley Ltd,0.0045,Industrials,AU,"US$3,256,613.53","349,785"
148,Kingboard Holdings Ltd,0.0044,Basic Materials,HK,"US$3,244,127.52","386,700"
4088,Air Water Inc,0.0044,Basic Materials,JP,"US$3,242,423.52","198,600"
RMS,Ramelius Resources Ltd,0.0044,Basic Materials,AU,"US$3,238,005.69","1,397,626"
SAGAB,Sagax AB,0.0044,Real Estate,SE,"US$3,235,828.23","179,335"
REA,REA Group Ltd,0.0044,Real Estate,AU,"US$3,232,996.01","30,157"
9143,SG Holdings Co Ltd,0.0044,Industrials,JP,"US$3,234,689.13","355,492"
7261,Mazda Motor Corp,0.0044,Consumer Discretionary,JP,"US$3,224,948.18","447,000"
KCHOL,KOC Holding AS,0.0044,Energy,TR,"US$3,213,881.04","779,961"
3533,Lotes Co Ltd,0.0044,Technology,TW,"US$3,214,633.45","38,000"
TW/,Taylor Wimpey PLC,0.0044,Consumer Discretionary,GB,"US$3,218,851.38","2,993,182"
INDUA,Industrivarden AB,0.0044,Financials,SE,"US$3,213,995.61","56,525"
000088,Shenzhen Yan Tian Port Holding Co Ltd,0.0044,Industrials,CN,"US$3,219,627.00","4,870,100"
SRF,SRF Ltd,0.0044,Basic Materials,IN,"US$3,211,419.21","112,337"
5711,Mitsubishi Materials Corp,0.0044,Industrials,JP,"US$3,204,642.25","99,000"
RAIL3,Rumo SA,0.0044,Industrials,BR,"US$3,195,136.34","1,177,962"
AKBNK,Akbank TAS,0.0044,Financials,TR,"US$3,192,330.47","2,289,088"
006260,LS Corp,0.0044,Industrials,KR,"US$3,194,212.34","10,793"
FIBI,First International Bank Of Israel Ltd/The,0.0044,Financials,IL,"US$3,195,936.22","37,363"
138040,Meritz Financial Group Inc,0.0044,Financials,KR,"US$3,187,988.12","46,689"
1911,Sumitomo Forestry Co Ltd,0.0044,Consumer Discretionary,JP,"US$3,182,766.19","388,100"
CGF,Challenger Ltd,0.0043,Financials,AU,"US$3,171,919.56","497,574"
4183,Mitsui Chemicals Inc,0.0043,Basic Materials,JP,"US$3,166,936.68","231,100"
601633,Great Wall Motor Co Ltd,0.0043,Consumer Discretionary,CN,"US$3,151,957.35","1,261,800"
LAURUS,Laurus Labs Ltd,0.0043,Health Care,IN,"US$3,148,327.52","219,597"
DIM,Sartorius Stedim Biotech,0.0043,Health Care,FR,"US$3,153,046.45","15,171"
CAST,Castellum AB,0.0043,Real Estate,SE,"US$3,142,525.71","231,201"
SDR,Schroders PLC,0.0043,Financials,GB,"US$3,138,947.44","398,747"
PSN,Persimmon PLC,0.0043,Consumer Discretionary,GB,"US$3,126,102.53","208,276"
2099,China Gold International Resources Corp Ltd,0.0043,Basic Materials,HK,"US$3,118,067.22","162,700"
66,MTR Corp Ltd,0.0043,Industrials,HK,"US$3,120,839.82","775,500"
8985,Japan Hotel REIT Investment Corp,0.0043,Real Estate,JP,"US$3,107,499.21","6,458"
6770,Alps Alpine Co Ltd,0.0042,Technology,JP,"US$3,099,869.97","227,300"
2313,Shenzhou International Group Holdings Ltd,0.0042,Consumer Discretionary,HK,"US$3,096,826.54","522,858"
CEN,Contact Energy Ltd,0.0042,Utilities,NZ,"US$3,101,837.16","543,077"
003670,POSCO Future M Co Ltd,0.0042,Basic Materials,KR,"US$3,093,919.04","18,992"
GENS,Genting Singapore Ltd,0.0042,Consumer Discretionary,SG,"US$3,082,683.19","6,552,500"
EVK,Evonik Industries AG,0.0042,Basic Materials,DE,"US$3,072,344.75","156,621"
259960,Krafton Inc,0.0042,Consumer Discretionary,KR,"US$3,056,167.88","17,886"
ADNOCDRI,ADNOC Drilling Co PJSC,0.0042,Energy,AE,"US$3,059,076.67","1,885,156"
AMM,AMMB Holdings Bhd,0.0042,Financials,MY,"US$3,046,662.30","1,864,200"
XYZ,Block Inc,0.0042,Industrials,AU,"US$3,043,826.11","40,886"
MCX,Multi Commodity Exchange of India Ltd,0.0042,Financials,IN,"US$3,032,800.37","97,488"
1530,3SBio Inc,0.0042,Health Care,HK,"US$3,032,032.31","1,284,500"
ZEG,Zegona Communications plc,0.0042,Telecommunications,GB,"US$3,030,558.73","121,397"
CWY,Cleanaway Waste Management Ltd,0.0041,Utilities,AU,"US$3,025,751.76","1,836,399"
9904,Pou Chen Corp,0.0041,Consumer Discretionary,TW,"US$3,023,078.64","3,721,000"
8069,E Ink Holdings Inc,0.0041,Technology,TW,"US$3,026,926.94","431,000"
BIG,Big Shopping Centers Ltd,0.0041,Real Estate,IL,"US$3,014,717.33","11,009"
BZ,Kanzhun Ltd,0.0041,Industrials,US,"US$3,011,590.10","221,930"
ADANIENS,Adani Energy Solutions Ltd,0.0041,Utilities,IN,"US$3,010,670.53","189,000"
SOF,Sofina SA,0.0041,Financials,BE,"US$3,002,792.19","11,539"
601857,PetroChina Co Ltd,0.0041,Energy,CN,"US$3,005,006.91","1,869,200"
ALBI,Bank AlBilad,0.0041,Financials,SA,"US$2,992,224.98","460,567"
600267,Zhejiang Hisun Pharmaceutical Co Ltd,0.0041,Health Care,CN,"US$2,988,386.37","1,971,300"
POLYCAB,Polycab India Ltd,0.0041,Industrials,IN,"US$2,973,241.39","29,803"
ICICIGI,ICICI Lombard General Insurance Co Ltd,0.0041,Financials,IN,"US$2,977,674.27","157,839"
7282,Toyoda Gosei Co Ltd,0.004,Consumer Discretionary,JP,"US$2,950,355.55","97,300"
BOS,Bosch Ltd,0.004,Consumer Discretionary,IN,"US$2,953,131.58","7,660"
VALMT,Valmet Oyj,0.004,Industrials,FI,"US$2,955,737.78","108,894"
ICL,ICL Group Ltd,0.004,Basic Materials,IL,"US$2,950,934.17","444,774"
INFOE,Info Edge India Ltd,0.004,Technology,IN,"US$2,937,617.05","280,476"
600487,Hengtong Optic-electric Co Ltd,0.004,Industrials,CN,"US$2,940,424.91","257,800"
AYV,Ayvens SA,0.004,Consumer Discretionary,FR,"US$2,933,760.28","217,102"
BKG,Berkeley Group Holdings PLC,0.004,Consumer Discretionary,GB,"US$2,931,498.21","63,147"
TEVA,Teva Pharmaceutical Industries Ltd,0.004,Health Care,US,"US$2,930,323.80","82,965"
277810,Rainbow Robotics,0.004,Industrials,KR,"US$2,933,307.23","6,297"
002352,SF Holding Co Ltd,0.004,Industrials,CN,"US$2,926,693.24","566,200"
1928,Sands China Ltd,0.004,Consumer Discretionary,HK,"US$2,922,272.69","1,494,000"
COPEC,Empresas Copec SA,0.004,Energy,CL,"US$2,927,048.28","411,948"
9880,UBTech Robotics Corp Ltd,0.004,Industrials,HK,"US$2,921,620.69","224,050"
CPLE3,Cia Paranaense de Energia - Copel,0.004,Utilities,BR,"US$2,909,613.73","1,010,811"
2331,ALSOK Co Ltd,0.004,Industrials,JP,"US$2,912,081.16","411,700"
1102,Asia Cement Corp,0.004,Industrials,TW,"US$2,904,455.60","2,675,986"
ARNB,Arab National Bank,0.004,Financials,SA,"US$2,902,201.25","513,717"
6370,Kurita Water Industries Ltd,0.004,Industrials,JP,"US$2,892,190.46","52,600"
390,China Railway Group Ltd,0.004,Industrials,HK,"US$2,893,127.82","6,460,000"
9072,Nikkon Holdings Co Ltd,0.004,Industrials,JP,"US$2,895,873.48","77,700"
2018,AAC Technologies Holdings Inc,0.004,Technology,HK,"US$2,885,331.87","497,000"
601166,Industrial Bank Co Ltd,0.004,Financials,CN,"US$2,885,216.93","1,054,500"
WHC,Whitehaven Coal Ltd,0.0039,Energy,AU,"US$2,881,217.74","457,654"
601108,Caitong Securities Co Ltd,0.0039,Financials,CN,"US$2,877,661.89","2,478,620"
8136,Sanrio Co Ltd,0.0039,Consumer Discretionary,JP,"US$2,879,637.41","535,400"
096770,SK Innovation Co Ltd,0.0039,Energy,KR,"US$2,871,399.07","36,302"
000338,Weichai Power Co Ltd,0.0039,Industrials,CN,"US$2,863,703.20","547,900"
2269,MEIJI Holdings Co Ltd,0.0039,Consumer Staples,JP,"US$2,847,480.37","120,300"
1808,Haseko Corp,0.0039,Consumer Discretionary,JP,"US$2,850,689.43","167,300"
9508,Kyushu Electric Power Co Inc,0.0039,Utilities,JP,"US$2,854,015.96","277,200"
EDPR,EDP Renewables SA,0.0039,Utilities,PT,"US$2,852,107.37","172,482"
5214,Nippon Electric Glass Co Ltd,0.0039,Technology,JP,"US$2,835,361.52","69,100"
6532,BayCurrent Inc,0.0039,Industrials,JP,"US$2,825,815.69","80,100"
MGDL,Migdal Insurance & Financial Holdings Ltd,0.0038,Financials,IL,"US$2,810,689.08","412,330"
601688,Huatai Securities Co Ltd,0.0038,Financials,CN,"US$2,810,036.01","1,045,100"
601878,Zheshang Securities Co Ltd,0.0038,Financials,CN,"US$2,808,914.66","2,011,900"
097955,CJ CheilJedang Corp,0.0038,Consumer Staples,KR,"US$2,801,932.32","33,512"
MNDI,Mondi PLC,0.0038,Industrials,GB,"US$2,796,579.73","275,085"
HAVL,Havells India Ltd,0.0038,Industrials,IN,"US$2,798,591.44","225,923"
1766,CRRC Corp Ltd,0.0038,Industrials,HK,"US$2,790,550.44","4,214,000"
002384,Suzhou Dongshan Precision Manufacturing Co Ltd,0.0038,Basic Materials,CN,"US$2,794,893.85","88,700"
MALLPLAZ,Plaza SA,0.0038,Real Estate,CL,"US$2,792,966.08","640,615"
TCELL,Turkcell Iletisim Hizmetleri AS,0.0038,Telecommunications,TR,"US$2,792,062.63","1,268,640"
000166,Shenwan Hongyuan Group Co Ltd,0.0038,Financials,CN,"US$2,785,465.69","4,270,700"
WTC,WiseTech Global Ltd,0.0038,Technology,AU,"US$2,773,656.84","107,053"
BZU,Buzzi SpA,0.0038,Industrials,IT,"US$2,773,879.20","51,119"
IGM,IGM Financial Inc,0.0038,Financials,CA,"US$2,763,671.85","48,461"
APN,Aspen Pharmacare Holdings Ltd,0.0038,Health Care,ZA,"US$2,755,539.44","308,320"
1208,MMG Ltd,0.0038,Basic Materials,HK,"US$2,758,085.08","2,453,600"
ELM,Elm Co,0.0038,Technology,SA,"US$2,745,754.94","15,020"
UHRN,Swatch Group AG/The,0.0038,Consumer Discretionary,CH,"US$2,749,931.27","50,438"
2702,McDonald's Holdings Co Japan Ltd,0.0038,Consumer Discretionary,JP,"US$2,750,160.19","56,200"
PME,Pro Medicus Ltd,0.0038,Health Care,AU,"US$2,741,970.86","28,814"
GRT,Growthpoint Properties Ltd,0.0037,Real Estate,ZA,"US$2,731,126.62","2,646,970"
MMHD,Menora Mivtachim Holdings Ltd,0.0037,Financials,IL,"US$2,732,446.24","14,644"
MUTH,Muthoot Finance Ltd,0.0037,Financials,IN,"US$2,727,665.65","77,516"
291,China Resources Beer Holdings Co Ltd,0.0037,Consumer Staples,HK,"US$2,715,174.29","879,335"
BC,Brunello Cucinelli SpA,0.0037,Consumer Discretionary,IT,"US$2,710,497.22","28,161"
352820,HYBE Co Ltd,0.0037,Consumer Discretionary,KR,"US$2,694,452.55","18,457"
3293,International Games System Co Ltd,0.0037,Consumer Discretionary,TW,"US$2,695,822.89","112,000"
6869,Sysmex Corp,0.0037,Health Care,JP,"US$2,695,010.36","307,100"
966,China Taiping Insurance Holdings Co Ltd,0.0037,Financials,HK,"US$2,692,236.18","1,061,909"
EGIE3,Engie Brasil Energia SA,0.0037,Utilities,BR,"US$2,681,988.65","409,850"
POWERIND,Hitachi Energy India Ltd,0.0037,Industrials,IN,"US$2,682,651.63","6,629"
601600,Aluminum Corp of China Ltd,0.0037,Basic Materials,CN,"US$2,686,502.45","1,590,600"
8334,Gunma Bank Ltd/The,0.0037,Financials,JP,"US$2,678,949.68","188,700"
8960,United Urban Investment Corp,0.0037,Real Estate,JP,"US$2,671,577.36","2,622"
7181,Japan Post Insurance Co Ltd,0.0037,Financials,JP,"US$2,671,536.96","297,504"
DXS,Dexus,0.0037,Real Estate,AU,"US$2,671,431.31","661,836"
RMV,Rightmove PLC,0.0037,Real Estate,GB,"US$2,666,182.69","471,278"
LEG,LEG Immobilien SE,0.0036,Real Estate,DE,"US$2,653,628.79","40,789"
9513,Electric Power Development Co Ltd,0.0036,Utilities,JP,"US$2,652,093.10","105,100"
000776,GF Securities Co Ltd,0.0036,Financials,CN,"US$2,649,341.04","948,300"
358,Jiangxi Copper Co Ltd,0.0036,Basic Materials,HK,"US$2,645,367.09","589,000"
TME,Tencent Music Entertainment Group,0.0036,Technology,US,"US$2,648,177.62","287,221"
PARAUCO,Parque Arauco SA,0.0036,Real Estate,CL,"US$2,645,638.66","603,711"
BDO,BDO Unibank Inc,0.0036,Financials,PH,"US$2,642,481.72","1,426,558"
051905,LG H&H Co Ltd,0.0036,Consumer Staples,KR,"US$2,641,950.90","39,420"
3462,Nomura Real Estate Master Fund Inc,0.0036,Real Estate,JP,"US$2,635,199.45","2,749"
BOL,Bollore SE,0.0036,Consumer Discretionary,FR,"US$2,626,425.01","413,727"
UPLL,UPL Ltd,0.0036,Basic Materials,IN,"US$2,627,369.95","387,097"
2259,Zijin Gold International Co Ltd,0.0036,Basic Materials,HK,"US$2,618,028.94","158,200"
BBSE3,BB Seguridade Participacoes SA,0.0036,Financials,BR,"US$2,614,198.53","373,535"
SOIL,Solar Industries India Ltd,0.0036,Basic Materials,IN,"US$2,612,202.11","13,600"
3045,Taiwan Mobile Co Ltd,0.0036,Telecommunications,TW,"US$2,605,481.16","732,000"
2492,Walsin Technology Corp,0.0036,Technology,TW,"US$2,603,565.79","207,000"
8972,KDX Realty Investment Corp,0.0036,Real Estate,JP,"US$2,598,894.40","2,602"
ADANIGR,Adani Green Energy Ltd,0.0036,Utilities,IN,"US$2,596,766.12","167,204"
GFC,Gecina SA,0.0036,Real Estate,FR,"US$2,596,830.89","30,297"
12,Henderson Land Development Co Ltd,0.0036,Real Estate,HK,"US$2,595,154.63","656,953"
2607,Shanghai Pharmaceuticals Holding Co Ltd,0.0035,Health Care,HK,"US$2,589,643.25","1,788,200"
VER,Verbund AG,0.0035,Utilities,AT,"US$2,584,708.84","38,487"
LTM,LTM Ltd,0.0035,Technology,IN,"US$2,577,833.39","60,295"
BCVN,Banque Cantonale Vaudoise,0.0035,Financials,CH,"US$2,571,811.61","17,102"
PHNX,Phoenix Mills Ltd/The,0.0035,Real Estate,IN,"US$2,567,084.06","137,688"
RECL,REC Ltd,0.0035,Financials,IN,"US$2,563,907.96","721,372"
1988,China Minsheng Banking Corp Ltd,0.0035,Financials,HK,"US$2,555,175.95","5,960,100"
MASAR,Umm Al Qura for Development & Construction Co,0.0035,Real Estate,SA,"US$2,551,647.00","654,946"
4704,Trend Micro Inc/Japan,0.0035,Technology,JP,"US$2,552,145.24","67,600"
DNP,Dino Polska SA,0.0035,Consumer Staples,PL,"US$2,536,956.32","298,323"
2413,M3 Inc,0.0035,Health Care,JP,"US$2,536,668.28","283,576"
BOB,Bank of Baroda,0.0035,Financials,IN,"US$2,532,299.81","895,972"
1816,CGN Power Co Ltd,0.0035,Utilities,HK,"US$2,529,474.06","6,395,000"
BTRW,Barratt Redrow PLC,0.0035,Consumer Discretionary,GB,"US$2,519,528.61","710,976"
010130,Korea Zinc Co Ltd,0.0034,Basic Materials,KR,"US$2,508,207.70","2,753"
QGTS,Qatar Gas Transport Co Ltd,0.0034,Industrials,QA,"US$2,503,703.21","2,100,457"
6674,GS Yuasa Corp,0.0034,Consumer Discretionary,JP,"US$2,497,242.29","60,600"
1258,China Nonferrous Mining Corp Ltd,0.0034,Basic Materials,HK,"US$2,499,974.48","1,446,000"
2105,Cheng Shin Rubber Industry Co Ltd,0.0034,Consumer Discretionary,TW,"US$2,493,763.11","2,411,061"
GETIB,Getinge AB,0.0034,Health Care,SE,"US$2,490,559.76","121,127"
5101,Yokohama Rubber Co Ltd/The,0.0034,Consumer Discretionary,JP,"US$2,489,357.37","55,200"
SATS,SATS Ltd,0.0034,Consumer Discretionary,SG,"US$2,487,039.32","823,856"
2354,Foxconn Technology Co Ltd,0.0034,Technology,TW,"US$2,486,713.87","1,279,106"
BPI,Bank of the Philippine Islands,0.0034,Financials,PH,"US$2,484,175.02","1,629,595"
LOTB,Lotus Bakeries NV,0.0034,Consumer Staples,BE,"US$2,477,434.81",193
NEM,Nemetschek SE,0.0034,Technology,DE,"US$2,453,870.35","34,026"
9435,Hikari Tsushin Inc,0.0034,Telecommunications,JP,"US$2,456,718.39","10,700"
2588,BOC Aviation Ltd,0.0034,Industrials,HK,"US$2,459,744.30","252,000"
RNI,Reinet Investments SCA,0.0034,Financials,ZA,"US$2,447,628.13","80,874"
RHBBANK,RHB Bank Bhd,0.0034,Financials,MY,"US$2,446,764.28","1,181,659"
028050,Samsung E&A Co Ltd,0.0034,Industrials,KR,"US$2,449,055.87","69,768"
002371,NAURA Technology Group Co Ltd,0.0033,Technology,CN,"US$2,439,757.05","26,190"
