ticker,holding_name,weight_pct,sector,region,market_value,shares
601369,Xi'An Shaangu Power Co Ltd,0.0033,Industrials,CN,"US$2,443,133.23","1,720,742"
AGL,AGL Energy Ltd,0.0033,Utilities,AU,"US$2,437,146.04","395,710"
9698,GDS Holdings Ltd,0.0033,Technology,HK,"US$2,434,768.26","573,385"
SAE,Shufersal Ltd,0.0033,Consumer Staples,IL,"US$2,434,142.20","139,922"
032640,LG Uplus Corp,0.0033,Telecommunications,KR,"US$2,424,733.95","226,539"
BC8,Bechtle AG,0.0033,Technology,DE,"US$2,417,148.05","61,979"
4751,CyberAgent Inc,0.0033,Technology,JP,"US$2,423,027.20","298,200"
4980,Dexerials Corp,0.0033,Technology,JP,"US$2,417,371.69","95,300"
BKW,BKW AG,0.0033,Utilities,CH,"US$2,417,892.11","12,765"
7747,Asahi Intecc Co Ltd,0.0033,Health Care,JP,"US$2,411,905.47","101,952"
VOD,Vodacom Group Ltd,0.0033,Telecommunications,ZA,"US$2,411,986.97","256,601"
MCDCO,Makkah Construction & Development Co,0.0033,Industrials,SA,"US$2,402,868.14","100,468"
600188,Yankuang Energy Group Co Ltd,0.0033,Energy,CN,"US$2,402,902.34","745,280"
PCHEM,Petronas Chemicals Group Bhd,0.0033,Basic Materials,MY,"US$2,407,637.58","1,832,300"
EIC,Electrical Industries Co,0.0033,Industrials,SA,"US$2,396,271.86","576,057"
6448,Brother Industries Ltd,0.0033,Technology,JP,"US$2,392,923.55","101,500"
300274,Sungrow Power Supply Co Ltd,0.0033,Energy,CN,"US$2,387,081.65","90,680"
2016,China Zheshang Bank Co Ltd,0.0033,Financials,HK,"US$2,390,234.01","7,741,000"
IGO,IGO Ltd,0.0033,Basic Materials,AU,"US$2,387,062.63","346,312"
3692,Hansoh Pharmaceutical Group Co Ltd,0.0033,Health Care,HK,"US$2,374,828.39","592,000"
2049,Hiwin Technologies Corp,0.0033,Industrials,TW,"US$2,373,389.89","191,125"
INPST,InPost SA,0.0033,Industrials,NL,"US$2,378,202.98","132,680"
3702,WPG Holdings Ltd,0.0032,Technology,TW,"US$2,366,841.71","631,000"
600958,Orient Securities Co Ltd/China,0.0032,Financials,CN,"US$2,360,735.49","1,714,500"
9945,Ruentex Development Co Ltd,0.0032,Real Estate,TW,"US$2,361,909.15","3,175,450"
1605,Walsin Lihwa Corp,0.0032,Industrials,TW,"US$2,357,684.31","1,905,952"
SKBN,Shikun & Binui Ltd,0.0032,Industrials,IL,"US$2,353,321.56","303,888.5"
8046,Nan Ya Printed Circuit Board Corp,0.0032,Technology,TW,"US$2,355,141.98","87,000"
HPCL,Hindustan Petroleum Corp Ltd,0.0032,Energy,IN,"US$2,352,126.10","567,353"
4324,Dentsu Group Inc,0.0032,Consumer Discretionary,JP,"US$2,345,280.48","124,200"
6481,THK Co Ltd,0.0032,Industrials,JP,"US$2,337,257.37","48,700"
KGX,KION Group AG,0.0032,Industrials,DE,"US$2,330,418.60","45,542"
BOCHGR,Bank of Cyprus Holdings PLC,0.0032,Financials,GR,"US$2,332,298.91","212,620"
300394,Suzhou TFC Optical Communication Co Ltd,0.0032,Telecommunications,CN,"US$2,329,370.18","34,600"
3360,Far East Horizon Ltd,0.0032,Financials,HK,"US$2,317,577.26","2,362,000"
5714,Dowa Holdings Co Ltd,0.0032,Basic Materials,JP,"US$2,309,881.27","35,700"
SWB,Sunway Bhd,0.0032,Real Estate,MY,"US$2,309,810.84","1,696,000"
AMUN,Amundi SA,0.0032,Financials,FR,"US$2,305,812.82","23,537"
CLGT,Colgate-Palmolive India Ltd,0.0031,Consumer Staples,IN,"US$2,295,552.56","105,868"
601869,Yangtze Optical Fibre & Cable Joint Stock Ltd Co,0.0031,Telecommunications,CN,"US$2,293,618.23","38,500"
IP,Interpump Group SpA,0.0031,Industrials,IT,"US$2,294,275.71","54,795"
028300,HLB Inc,0.0031,Health Care,KR,"US$2,291,696.88","67,984"
3908,China International Capital Corp Ltd,0.0031,Financials,HK,"US$2,289,091.79","914,400"
4536,Santen Pharmaceutical Co Ltd,0.0031,Health Care,JP,"US$2,281,417.17","189,600"
5830,Iyogin Holdings Inc,0.0031,Financials,JP,"US$2,277,214.65","118,700"
AKER,Aker ASA,0.0031,Financials,NO,"US$2,278,369.93","16,887"
SAPR11,Cia De Saneamento do Parana Sanepar,0.0031,Utilities,BR,"US$2,283,960.70","304,500"
000869,Yantai Changyu Pioneer Wine Co Ltd,0.0031,Consumer Staples,CN,"US$2,274,385.52","843,100"
688347,Hua Hong Semiconductor Ltd,0.0031,Technology,CN,"US$2,276,156.30","65,025"
RY,Royal Bank of Canada,0.0031,Financials,US,"US$2,264,314.91","11,947"
4,Wharf Holdings Ltd/The,0.0031,Real Estate,HK,"US$2,258,356.09","798,000"
VEND,Schibsted ASA,0.0031,Technology,NO,"US$2,254,336.15","84,838"
2897,Nissin Foods Holdings Co Ltd,0.0031,Consumer Staples,JP,"US$2,252,553.55","134,000"
FPE3,FUCHS SE,0.0031,Basic Materials,DE,"US$2,254,808.53","49,166"
VOLT,Voltas Ltd,0.0031,Industrials,IN,"US$2,254,323.62","171,920"
MODON,Modon Holding PSC,0.0031,Real Estate,AE,"US$2,244,536.16","2,711,791"
000858,Wuliangye Yibin Co Ltd,0.0031,Consumer Staples,CN,"US$2,243,578.37","178,700"
7337,Hirogin Holdings Inc,0.0031,Financials,JP,"US$2,247,017.71","177,300"
VESTA*,Corp Inmobiliaria Vesta SAB de CV,0.0031,Real Estate,MX,"US$2,246,574.15","639,700"
MLT,Mapletree Logistics Trust,0.0031,Real Estate,SG,"US$2,241,170.19","2,381,897"
MINT,Mapletree Industrial Trust,0.0031,Real Estate,SG,"US$2,240,063.78","1,472,611"
064400,LG CNS Co Ltd,0.0031,Technology,KR,"US$2,231,295.55","29,548"
900926,Shanghai Baosight Software Co Ltd,0.003,Technology,CN,"US$2,223,095.20","2,478,367"
7550,Zensho Holdings Co Ltd,0.003,Consumer Discretionary,JP,"US$2,225,566.93","44,000"
ZAIN,Mobile Telecommunications Co KSCP,0.003,Telecommunications,KW,"US$2,221,570.00","1,149,421"
RACE,Ferrari NV,0.003,Consumer Discretionary,US,"US$2,221,701.90","6,530"
EMBASSY,Embassy Office Parks REIT,0.003,Real Estate,IN,"US$2,217,079.75","493,065"
600460,Hangzhou Silan Microelectronics Co Ltd,0.003,Technology,CN,"US$2,216,790.78","433,200"
3283,Nippon Prologis REIT Inc,0.003,Real Estate,JP,"US$2,216,760.47","4,137"
RAND,Randstad NV,0.003,Industrials,NL,"US$2,211,529.69","71,949"
HYUNDAI,Hyundai Motor India Ltd,0.003,Consumer Discretionary,IN,"US$2,209,481.09","109,096"
BALDB,Fastighets AB Balder,0.003,Real Estate,SE,"US$2,205,797.38","384,132"
AXIA7,Axia Energia SA,0.003,Utilities,BR,"US$2,204,820.75","221,498"
VIPS,Vipshop Holdings Ltd,0.003,Consumer Discretionary,US,"US$2,202,023.88","154,854"
2577,InnoScience Suzhou Technology Holding Co Ltd,0.003,Technology,HK,"US$2,191,132.90","241,700"
KLK,Kuala Lumpur Kepong Bhd,0.003,Basic Materials,MY,"US$2,185,745.27","426,500"
AC,Ayala Corp,0.003,Real Estate,PH,"US$2,187,483.13","308,620"
9041,Kintetsu Group Holdings Co Ltd,0.003,Industrials,JP,"US$2,176,670.65","96,600"
2501,Sapporo Holdings Ltd,0.003,Consumer Staples,JP,"US$2,172,500.16","217,100"
1898,China Coal Energy Co Ltd,0.003,Energy,HK,"US$2,162,737.64","1,341,000"
3626,TIS Inc,0.003,Technology,JP,"US$2,157,859.16","101,600"
601919,COSCO SHIPPING Holdings Co Ltd,0.003,Industrials,CN,"US$2,155,155.62","1,030,550"
3092,ZOZO Inc,0.0029,Consumer Discretionary,JP,"US$2,152,203.03","346,000"
002916,Shennan Circuits Co Ltd,0.0029,Technology,CN,"US$2,147,878.49","35,300"
QBR/B,Quebecor Inc,0.0029,Telecommunications,CA,"US$2,151,892.13","44,310"
MER,Manila Electric Co,0.0029,Utilities,PH,"US$2,152,891.35","232,450"
2600,Aluminum Corp of China Ltd,0.0029,Basic Materials,HK,"US$2,141,781.71","1,540,000"
9684,Square Enix Holdings Co Ltd,0.0029,Consumer Discretionary,JP,"US$2,141,558.83","133,300"
VOW,Volkswagen AG,0.0029,Consumer Discretionary,DE,"US$2,142,067.56","19,559"
MPHL,Mphasis Ltd,0.0029,Technology,IN,"US$2,133,442.34","89,230"
300059,East Money Information Co Ltd,0.0029,Financials,CN,"US$2,135,964.04","753,769"
SONACOMS,Sona Blw Precision Forgings Ltd,0.0029,Consumer Discretionary,IN,"US$2,134,035.79","333,745"
TBS,Tiger Brands Ltd,0.0029,Consumer Staples,ZA,"US$2,130,626.13","124,457"
2267,Yakult Honsha Co Ltd,0.0029,Consumer Staples,JP,"US$2,128,624.86","126,368"
300760,Shenzhen Mindray Bio-Medical Electronics Co Ltd,0.0029,Health Care,CN,"US$2,124,265.95","94,600"
298380,ABLBio Inc,0.0029,Health Care,KR,"US$2,121,867.55","28,576"
1997,Wharf Real Estate Investment Co Ltd,0.0029,Real Estate,HK,"US$2,119,534.54","691,000"
000063,ZTE Corp,0.0029,Telecommunications,CN,"US$2,119,087.96","390,199"
AMP,AMP Ltd,0.0029,Financials,AU,"US$2,110,040.32","1,838,651"
ISDMR,Iskenderun Demir ve Celik AS,0.0029,Basic Materials,TR,"US$2,104,316.33","1,673,670"
066575,LG Electronics Inc,0.0029,Consumer Discretionary,KR,"US$2,105,400.00","33,154"
CD,ComfortDelGro Corp Ltd,0.0029,Industrials,SG,"US$2,108,242.44","2,084,300"
3808,Sinotruk Hong Kong Ltd,0.0029,Industrials,HK,"US$2,098,947.35","441,500"
3800,GCL Technology Holdings Ltd,0.0029,Energy,HK,"US$2,100,257.74","19,832,000"
SHA0,Schaeffler AG,0.0029,Consumer Discretionary,DE,"US$2,087,268.35","169,380"
4904,Far EasTone Telecommunications Co Ltd,0.0029,Telecommunications,TW,"US$2,086,753.60","691,000"
MTM,Momentum Group Ltd,0.0028,Financials,ZA,"US$2,070,148.09","933,359"
BEN,Bendigo & Adelaide Bank Ltd,0.0028,Financials,AU,"US$2,069,109.74","278,120"
1038,CK Infrastructure Holdings Ltd,0.0028,Utilities,HK,"US$2,063,551.05","272,500"
ABB,ABB India Ltd,0.0028,Industrials,IN,"US$2,056,721.76","26,939"
VIG,Vienna Insurance Group AG Wiener Versicherung Gruppe,0.0028,Financials,AT,"US$2,057,128.25","27,937"
SBID,State Bank of India,0.0028,Financials,GB,"US$2,050,413.20","20,261"
OUT,OUTsurance Group Ltd,0.0028,Financials,ZA,"US$2,048,167.01","468,176"
5929,Sanwa Holdings Corp,0.0028,Industrials,JP,"US$2,044,717.00","89,300"
DOW,Downer EDI Ltd,0.0028,Industrials,AU,"US$2,049,413.68","350,355"
IDEA,Vodafone Idea Ltd,0.0028,Telecommunications,IN,"US$2,044,125.44","13,880,766"
CLAS,CapitaLand Ascott Trust,0.0028,Real Estate,SG,"US$2,048,864.73","2,919,575"
TIINDIA,Tube Investments of India Ltd,0.0028,Basic Materials,IN,"US$2,042,835.89","61,778"
JOMAR,Jabal Omar Development Co,0.0028,Real Estate,SA,"US$2,043,048.34","504,391"
1717,Eternal Materials Co Ltd,0.0028,Basic Materials,TW,"US$2,032,850.06","784,237"
SDF,Steadfast Group Ltd,0.0028,Financials,AU,"US$2,030,949.42","691,844"
000100,Yuhan Corp,0.0028,Health Care,KR,"US$2,025,335.10","35,908"
VGNT,Versigent PLC,0.0028,Industrials,US,"US$2,024,622.68","45,889"
ZG,Zillow Group Inc,0.0028,Real Estate,US,"US$2,028,002.08","57,353"
011200,HMM Co Ltd,0.0028,Industrials,KR,"US$2,024,310.74","155,963"
ITUB3,Itau Unibanco Holding SA,0.0028,Financials,BR,"US$2,024,272.62","255,596"
003230,Samyang Foods Co Ltd,0.0028,Consumer Staples,KR,"US$2,016,595.89","2,522"
MBK,mBank SA,0.0028,Financials,PL,"US$2,014,114.53","5,699"
MAP,Mapfre SA,0.0027,Financials,ES,"US$2,008,430.89","427,920"
6030,CITIC Securities Co Ltd,0.0027,Financials,HK,"US$2,010,426.62","605,089"
GCARSOA1,Grupo Carso SAB de CV,0.0027,Industrials,MX,"US$2,010,700.91","253,600"
1519,Fortune Electric Co Ltd,0.0027,Industrials,TW,"US$2,011,632.70","72,100"
4527,Rohto Pharmaceutical Co Ltd,0.0027,Health Care,JP,"US$2,010,216.72","134,400"
002938,Avary Holding Shenzhen Co Ltd,0.0027,Technology,CN,"US$2,000,353.18","128,800"
SWECB,Sweco AB,0.0027,Industrials,SE,"US$2,001,259.04","136,875"
603501,OmniVision Integrated Circuits Group Inc,0.0027,Technology,CN,"US$1,998,576.49","142,245"
BELA,JUMBO SA,0.0027,Consumer Discretionary,GR,"US$1,998,918.10","73,580"
SEBC,Skandinaviska Enskilda Banken AB,0.0027,Financials,SE,"US$1,995,861.70","96,991"
024110,Industrial Bank of Korea,0.0027,Financials,KR,"US$1,998,714.27","149,112"
4631,DIC Corp,0.0027,Basic Materials,JP,"US$1,985,540.55","65,400"
TTB/F,TMBThanachart Bank PCL,0.0027,Financials,TH,"US$1,985,879.65","28,346,690"
EMAARDEV,Emaar Development PJSC,0.0027,Real Estate,AE,"US$1,987,603.87","505,552"
5105,Toyo Tire Corp,0.0027,Consumer Discretionary,JP,"US$1,990,876.31","83,600"
GRF,Grifols SA,0.0027,Health Care,ES,"US$1,987,414.03","183,522"
601601,China Pacific Insurance Group Co Ltd,0.0027,Financials,CN,"US$1,977,979.28","415,600"
ENELCHIL,Enel Chile SA,0.0027,Utilities,CL,"US$1,970,703.41","22,688,456"
002463,WUS Printed Circuit Kunshan Co Ltd,0.0027,Technology,CN,"US$1,972,363.92","101,000"
MISC,MISC Bhd,0.0027,Industrials,MY,"US$1,975,853.93","961,259"
2181,Persol Holdings Co Ltd,0.0027,Industrials,JP,"US$1,967,796.47","1,292,300"
SEK,SEEK Ltd,0.0027,Industrials,AU,"US$1,966,950.30","220,288"
000623,Jilin Aodong Pharmaceutical Group Co Ltd,0.0027,Health Care,CN,"US$1,959,457.85","768,045"
BOMH,Bank of Maharashtra,0.0027,Financials,IN,"US$1,950,449.20","2,337,488"
5871,Chailease Holding Co Ltd,0.0027,Financials,TW,"US$1,954,677.42","569,593"
144,China Merchants Port Holdings Co Ltd,0.0027,Industrials,HK,"US$1,947,952.13","992,000"
8804,Tokyo Tatemono Co Ltd,0.0027,Real Estate,JP,"US$1,946,737.86","94,800"
257,China Everbright Environment Group Ltd,0.0027,Utilities,HK,"US$1,942,840.56","2,856,814"
UNBK,Union Bank of India Ltd,0.0027,Financials,IN,"US$1,944,778.47","1,100,512"
VSURE,Verisure Group Topholding AB,0.0027,Industrials,SE,"US$1,942,861.13","145,661"
307950,Hyundai Autoever Corp,0.0027,Technology,KR,"US$1,937,369.61","3,136"
FRA,Fraport AG Frankfurt Airport Services Worldwide,0.0027,Industrials,DE,"US$1,939,612.59","23,069"
021240,Coway Co Ltd,0.0027,Consumer Discretionary,KR,"US$1,939,747.84","32,480"
HCP,Hindustan Copper Ltd,0.0027,Basic Materials,IN,"US$1,940,573.19","342,221"
9863,Zhejiang Leapmotor Technology Co Ltd,0.0027,Consumer Discretionary,HK,"US$1,939,075.46","386,700"
601375,Central China Securities Co Ltd,0.0027,Financials,CN,"US$1,939,381.64","3,245,800"
KDCREIT,Keppel DC REIT,0.0026,Real Estate,SG,"US$1,930,709.72","1,065,944"
6806,Hirose Electric Co Ltd,0.0026,Technology,JP,"US$1,931,016.24","10,891"
APR,Apar Industries Ltd,0.0026,Industrials,IN,"US$1,924,479.64","13,937"
TIMS3,TIM SA/Brazil,0.0026,Telecommunications,BR,"US$1,924,508.72","444,500"
AAF,Airtel Africa PLC,0.0026,Telecommunications,GB,"US$1,925,431.03","405,109"
OMU,Old Mutual Ltd,0.0026,Financials,ZA,"US$1,912,508.83","2,399,169"
300476,Victory Giant Technology Huizhou Co Ltd,0.0026,Technology,CN,"US$1,913,058.89","35,100"
H2O,Societatea De Producere A Energiei Electrice in Hidrocentrale Hidroelectrica SA,0.0026,Utilities,RO,"US$1,907,179.13","48,507"
9009,Keisei Electric Railway Co Ltd,0.0026,Industrials,JP,"US$1,905,257.87","278,000"
2207,Hotai Motor Co Ltd,0.0026,Consumer Discretionary,TW,"US$1,909,457.79","123,840"
425,Minth Group Ltd,0.0026,Consumer Discretionary,HK,"US$1,909,919.11","396,000"
ARBP,Aurobindo Pharma Ltd,0.0026,Health Care,IN,"US$1,904,814.56","126,863"
9602,Toho Co Ltd/Tokyo,0.0026,Consumer Discretionary,JP,"US$1,899,974.24","246,100"
PINFRA*,Promotora y Operadora de Infraestructura SAB de CV,0.0026,Industrials,MX,"US$1,893,647.72","117,626"
6881,China Galaxy Securities Co Ltd,0.0026,Financials,HK,"US$1,885,196.62","1,904,000"
LUNDB,L E Lundbergforetagen AB,0.0026,Financials,SE,"US$1,888,353.50","31,992"
9007,Odakyu Electric Railway Co Ltd,0.0026,Consumer Discretionary,JP,"US$1,886,863.18","185,700"
7003,Mitsui E&S Co Ltd,0.0026,Industrials,JP,"US$1,886,641.12","67,400"
SWIGGY,Swiggy Ltd,0.0026,Consumer Discretionary,IN,"US$1,880,319.04","692,634"
9506,Tohoku Electric Power Co Inc,0.0026,Utilities,JP,"US$1,880,983.42","297,500"
CENCOSUD,Cencosud SA,0.0026,Consumer Staples,CL,"US$1,876,822.45","795,745"
1951,EXEO Group Inc,0.0026,Industrials,JP,"US$1,878,978.58","105,100"
5344,Maruwa Co Ltd/Aichi,0.0026,Industrials,JP,"US$1,870,469.25","4,000"
601888,China Tourism Group Duty Free Corp Ltd,0.0026,Consumer Discretionary,CN,"US$1,870,710.40","212,298"
HAL,HAL Trust,0.0026,Financials,NL,"US$1,872,954.72","9,375"
YANSAB,Yanbu National Petrochemical Co,0.0026,Basic Materials,SA,"US$1,872,780.55","206,457"
SUF,Sundaram Finance Ltd,0.0026,Financials,IN,"US$1,863,002.25","42,251"
3405,Kuraray Co Ltd,0.0026,Basic Materials,JP,"US$1,866,289.03","181,100"
1787,Shandong Gold Mining Co Ltd,0.0026,Basic Materials,HK,"US$1,864,030.42","612,800"
9023,Tokyo Metro Co Ltd,0.0025,Industrials,JP,"US$1,854,248.38","201,900"
3606,Fuyao Glass Industry Group Co Ltd,0.0025,Industrials,HK,"US$1,853,002.27","261,200"
DNL,Incitec Pivot Ltd,0.0025,Basic Materials,AU,"US$1,851,166.47","684,269"
MANKIND,Mankind Pharma Ltd,0.0025,Health Care,IN,"US$1,843,890.71","73,737"
IIB,IndusInd Bank Ltd,0.0025,Financials,IN,"US$1,832,251.53","190,369"
6181,Laopu Gold Co Ltd,0.0025,Consumer Discretionary,HK,"US$1,832,750.66","28,500"
GMRAIRPO,GMR Airports Infrastructure Ltd,0.0025,Industrials,IN,"US$1,821,475.67","1,724,023"
MTRX,Matrix IT Ltd,0.0025,Technology,IL,"US$1,812,328.55","57,113"
MRP,Mr Price Group Ltd,0.0025,Consumer Discretionary,ZA,"US$1,808,706.73","187,446"
PONY,New Issuer: BB Company ID:71327236,0.0025,Industrials,US,"US$1,802,411.06","179,702"
VAR,Var Energi ASA,0.0025,Energy,NO,"US$1,805,478.07","366,219"
6526,Socionext Inc,0.0025,Technology,JP,"US$1,800,917.14","108,800"
1972,Swire Properties Ltd,0.0025,Real Estate,HK,"US$1,799,086.43","634,000"
WAAREEEN,WAAREE Energies Ltd,0.0025,Energy,IN,"US$1,800,075.13","54,447"
AXIA6,Axia Energia SA,0.0025,Utilities,BR,"US$1,795,171.21","159,500"
1969,Takasago Thermal Engineering Co Ltd,0.0025,Industrials,JP,"US$1,794,281.05","60,400"
VZN,VZ Holding AG,0.0025,Financials,CH,"US$1,794,002.43","9,433"
LTM,Latam Airlines Group SA,0.0024,Consumer Discretionary,US,"US$1,780,941.36","33,177"
COV,Covivio SA/France,0.0024,Real Estate,FR,"US$1,773,357.00","27,505"
LREN3,Lojas Renner SA,0.0024,Consumer Discretionary,BR,"US$1,776,706.14","603,150"
SAHOL,Haci Omer Sabanci Holding AS,0.0024,Financials,TR,"US$1,773,828.28","884,827"
SANB11,Banco Santander Brasil SA,0.0024,Financials,BR,"US$1,770,323.83","329,700"
NACL,National Aluminium Co Ltd,0.0024,Basic Materials,IN,"US$1,770,555.20","396,284"
6886,Huatai Securities Co Ltd,0.0024,Financials,HK,"US$1,771,541.97","875,980"
6919,Caliway Biopharmaceuticals Co Ltd,0.0024,Health Care,TW,"US$1,764,536.88","550,000"
LATOB,Investment AB Latour,0.0024,Industrials,SE,"US$1,761,927.14","81,525"
600000,Shanghai Pudong Development Bank Co Ltd,0.0024,Financials,CN,"US$1,762,926.95","1,272,139"
IPRU,ICICI Prudential Life Insurance Co Ltd,0.0024,Financials,IN,"US$1,750,870.83","330,058"
4626,Taiyo Holdings Co Ltd,0.0024,Basic Materials,JP,"US$1,745,536.78","56,000"
IOI,IOI Corp Bhd,0.0024,Consumer Staples,MY,"US$1,745,335.69","1,734,400"
SECO,Saudi Energy Co,0.0024,Utilities,SA,"US$1,748,294.14","389,356"
000657,China Tungsten And Hightech Materials Co Ltd,0.0024,Basic Materials,CN,"US$1,738,857.79","172,900"
6592,Mabuchi Motor Co Ltd,0.0024,Industrials,JP,"US$1,737,750.17","178,300"
QIIK,Qatar International Islamic Bank QSC,0.0024,Financials,QA,"US$1,741,326.28","576,379"
2474,Catcher Technology Co Ltd,0.0024,Technology,TW,"US$1,741,009.72","268,000"
3197,Skylark Holdings Co Ltd,0.0024,Consumer Discretionary,JP,"US$1,737,375.46","98,442"
009830,Hanwha Solutions Corp,0.0024,Energy,KR,"US$1,742,731.75","62,755"
601985,China National Nuclear Power Co Ltd,0.0024,Utilities,CN,"US$1,737,420.23","1,299,500"
036570,NC Corp,0.0024,Consumer Discretionary,KR,"US$1,732,005.31","9,016"
OPTIMA,Optima bank SA,0.0024,Financials,GR,"US$1,730,367.06","139,362"
5444,Yamato Kogyo Co Ltd,0.0024,Basic Materials,JP,"US$1,732,326.15","23,400"
601880,Liaoning Port Co Ltd,0.0024,Industrials,CN,"US$1,731,759.90","7,272,800"
BJHI,Bajaj Holdings & Investment Ltd,0.0024,Financials,IN,"US$1,732,686.39","15,887"
ALWN,Allwyn AG,0.0024,Consumer Discretionary,GR,"US$1,732,069.28","117,846"
CVC,CVC Capital Partners PLC,0.0024,Financials,NL,"US$1,725,631.67","107,624"
NYKAA,FSN E-Commerce Ventures Ltd,0.0024,Consumer Discretionary,IN,"US$1,724,937.26","624,739"
1860,Toda Corp,0.0024,Industrials,JP,"US$1,724,772.91","176,400"
1044,Hengan International Group Co Ltd,0.0024,Consumer Staples,HK,"US$1,725,172.89","555,500"
268,Kingdee International Software Group Co Ltd,0.0024,Technology,HK,"US$1,719,776.97","1,854,000"
600663,Shanghai Lujiazui Finance & Trade Zone Development Co Ltd,0.0023,Real Estate,CN,"US$1,708,102.55","1,593,000"
6269,Modec Inc,0.0023,Energy,JP,"US$1,709,177.71","27,100"
2333,Great Wall Motor Co Ltd,0.0023,Consumer Discretionary,HK,"US$1,712,774.01","1,289,500"
STRS,Strauss Group Ltd,0.0023,Consumer Staples,IL,"US$1,712,134.55","39,603"
135,Kunlun Energy Co Ltd,0.0023,Energy,HK,"US$1,712,026.95","1,874,000"
1504,Teco Electric and Machinery Co Ltd,0.0023,Industrials,TW,"US$1,709,469.92","714,000"
AIRARABI,Air Arabia PJSC,0.0023,Consumer Discretionary,AE,"US$1,705,682.14","1,283,753"
6302,Sumitomo Heavy Industries Ltd,0.0023,Industrials,JP,"US$1,705,785.54","52,000"
241,Alibaba Health Information Technology Ltd,0.0023,Consumer Staples,HK,"US$1,698,884.83","3,668,000"
7729,Tokyo Seimitsu Co Ltd,0.0023,Technology,JP,"US$1,692,741.38","15,500"
2371,Kakaku.com Inc,0.0023,Technology,JP,"US$1,695,282.37","80,800"
6990,Sichuan Kelun-Biotech Biopharmaceutical Co Ltd,0.0023,Health Care,HK,"US$1,691,811.06","28,700"
2268,WuXi XDC Cayman Inc,0.0023,Health Care,HK,"US$1,691,677.09","241,500"
5631,Japan Steel Works Ltd/The,0.0023,Industrials,JP,"US$1,686,129.78","35,000"
ISA,Interconexion Electrica SA ESP,0.0023,Utilities,CO,"US$1,679,091.15","203,701"
9507,Shikoku Electric Power Co Inc,0.0023,Utilities,JP,"US$1,677,904.39","183,200"
KIMBERA,Kimberly-Clark de Mexico SAB de CV,0.0023,Consumer Staples,MX,"US$1,678,745.40","758,100"
002460,Ganfeng Lithium Group Co Ltd,0.0023,Basic Materials,CN,"US$1,679,419.77","158,860"
LTF,L&T Finance Ltd,0.0023,Financials,IN,"US$1,673,354.83","554,671"
KMAR,Kongsberg Maritime AS,0.0023,Industrials,NO,"US$1,673,068.89","264,937"
GNP,Glenmark Pharmaceuticals Ltd,0.0023,Health Care,IN,"US$1,670,255.53","69,750"
STM,Seatrium Ltd,0.0023,Industrials,SG,"US$1,670,013.44","1,004,647"
360ONE,360 ONE WAM Ltd,0.0023,Financials,IN,"US$1,657,401.07","142,556"
1209,China Resources Mixc Lifestyle Services Ltd,0.0023,Real Estate,HK,"US$1,657,120.98","312,200"
KEN,Kenon Holdings Ltd/Singapore,0.0023,Utilities,IL,"US$1,659,047.03","18,218"
HER,Hera SpA,0.0023,Utilities,IT,"US$1,656,257.84","368,077"
4203,Sumitomo Bakelite Co Ltd,0.0023,Industrials,JP,"US$1,655,757.27","38,200"
